Provider,Target,inp_InscClaimAmtReimbursed_mean,inp_InscClaimAmtReimbursed_sum,inp_InscClaimAmtReimbursed_min,inp_InscClaimAmtReimbursed_max,inp_DeductibleAmtPaid_mean,inp_DeductibleAmtPaid_sum,inp_DeductibleAmtPaid_min,inp_DeductibleAmtPaid_max,inp_ClmProcedureCode_1_mean,inp_ClmProcedureCode_1_sum,inp_ClmProcedureCode_1_min,inp_ClmProcedureCode_1_max,inp_ClmProcedureCode_2_mean,inp_ClmProcedureCode_2_sum,inp_ClmProcedureCode_2_min,inp_ClmProcedureCode_2_max,inp_ClmProcedureCode_3_mean,inp_ClmProcedureCode_3_sum,inp_ClmProcedureCode_3_min,inp_ClmProcedureCode_3_max,inp_ClmProcedureCode_4_mean,inp_ClmProcedureCode_4_sum,inp_ClmProcedureCode_4_min,inp_ClmProcedureCode_4_max,inp_ClmProcedureCode_5_mean,inp_ClmProcedureCode_5_sum,inp_ClmProcedureCode_5_min,inp_ClmProcedureCode_5_max,inp_ClmProcedureCode_6_mean,inp_ClmProcedureCode_6_sum,inp_ClmProcedureCode_6_min,inp_ClmProcedureCode_6_max,inp_n_claims,inp_n_bene,out_InscClaimAmtReimbursed_mean,out_InscClaimAmtReimbursed_sum,out_InscClaimAmtReimbursed_min,out_InscClaimAmtReimbursed_max,out_DeductibleAmtPaid_mean,out_DeductibleAmtPaid_sum,out_DeductibleAmtPaid_min,out_DeductibleAmtPaid_max,out_ClmProcedureCode_1_mean,out_ClmProcedureCode_1_sum,out_ClmProcedureCode_1_min,out_ClmProcedureCode_1_max,out_ClmProcedureCode_2_mean,out_ClmProcedureCode_2_sum,out_ClmProcedureCode_2_min,out_ClmProcedureCode_2_max,out_ClmProcedureCode_3_mean,out_ClmProcedureCode_3_sum,out_ClmProcedureCode_3_min,out_ClmProcedureCode_3_max,out_ClmProcedureCode_4_mean,out_ClmProcedureCode_4_sum,out_ClmProcedureCode_4_min,out_ClmProcedureCode_4_max,out_ClmProcedureCode_5_mean,out_ClmProcedureCode_5_sum,out_ClmProcedureCode_5_min,out_ClmProcedureCode_5_max,out_ClmProcedureCode_6_mean,out_ClmProcedureCode_6_sum,out_ClmProcedureCode_6_min,out_ClmProcedureCode_6_max,out_n_claims,out_n_bene
PRV55138,No,8333.333333333334,25000.0,5000.0,11000.0,1068.0,3204.0,1068.0,1068.0,6927.5,13855.0,4516.0,9339.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0,8333.333333333334,25000.0,5000.0,11000.0,1068.0,3204.0,1068.0,1068.0,6927.5,13855.0,4516.0,9339.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0
PRV55140,No,9444.444444444445,85000.0,1000.0,39000.0,1068.0,9612.0,1068.0,1068.0,8147.0,48882.0,3893.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0,9444.444444444445,85000.0,1000.0,39000.0,1068.0,9612.0,1068.0,1068.0,8147.0,48882.0,3893.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0
PRV55141,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55143,No,10000.0,10000.0,10000.0,10000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55144,No,20500.0,41000.0,5000.0,36000.0,1068.0,2136.0,1068.0,1068.0,8166.0,8166.0,8166.0,8166.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,20500.0,41000.0,5000.0,36000.0,1068.0,2136.0,1068.0,1068.0,8166.0,8166.0,8166.0,8166.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV55145,No,10214.285714285714,143000.0,2000.0,57000.0,1068.0,14952.0,1068.0,1068.0,6068.777777777777,54619.0,1739.0,9604.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,14.0,14.0,10214.285714285714,143000.0,2000.0,57000.0,1068.0,14952.0,1068.0,1068.0,6068.777777777777,54619.0,1739.0,9604.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,14.0,14.0
PRV55146,No,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,3721.0,3721.0,3721.0,3721.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,3721.0,3721.0,3721.0,3721.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55147,Yes,18700.0,112200.0,5000.0,57000.0,1068.0,5340.0,1068.0,1068.0,4673.25,18693.0,3129.0,8180.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,6.0,6.0,18700.0,112200.0,5000.0,57000.0,1068.0,5340.0,1068.0,1068.0,4673.25,18693.0,3129.0,8180.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,6.0,6.0
PRV55148,No,7000.0,7000.0,7000.0,7000.0,1068.0,1068.0,1068.0,1068.0,3722.0,3722.0,3722.0,3722.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,7000.0,7000.0,7000.0,7000.0,1068.0,1068.0,1068.0,1068.0,3722.0,3722.0,3722.0,3722.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55149,No,9062.5,145000.0,0.0,32000.0,1068.0,17088.0,1068.0,1068.0,5675.857142857143,39731.0,3327.0,9339.0,4019.0,4019.0,4019.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0,9062.5,145000.0,0.0,32000.0,1068.0,17088.0,1068.0,1068.0,5675.857142857143,39731.0,3327.0,9339.0,4019.0,4019.0,4019.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0
PRV55150,No,4750.0,19000.0,2000.0,9000.0,1068.0,4272.0,1068.0,1068.0,8511.0,8511.0,8511.0,8511.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,4.0,4.0,4750.0,19000.0,2000.0,9000.0,1068.0,4272.0,1068.0,1068.0,8511.0,8511.0,8511.0,8511.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,4.0,4.0
PRV55151,No,10000.0,10000.0,10000.0,10000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55152,No,7830.0,78300.0,300.0,17000.0,1068.0,10680.0,1068.0,1068.0,2022.5,4045.0,66.0,3979.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,10.0,10.0,7830.0,78300.0,300.0,17000.0,1068.0,10680.0,1068.0,1068.0,2022.5,4045.0,66.0,3979.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,10.0,10.0
PRV55154,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55155,No,7555.555555555556,68000.0,3000.0,18000.0,1068.0,9612.0,1068.0,1068.0,7584.0,22752.0,6849.0,8154.0,7054.0,7054.0,7054.0,7054.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0,7555.555555555556,68000.0,3000.0,18000.0,1068.0,9612.0,1068.0,1068.0,7584.0,22752.0,6849.0,8154.0,7054.0,7054.0,7054.0,7054.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0
PRV55156,No,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,3893.0,3893.0,3893.0,3893.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,3893.0,3893.0,3893.0,3893.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55157,No,5333.333333333333,16000.0,3000.0,7000.0,1068.0,3204.0,1068.0,1068.0,9654.5,19309.0,9354.0,9955.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0,5333.333333333333,16000.0,3000.0,7000.0,1068.0,3204.0,1068.0,1068.0,9654.5,19309.0,9354.0,9955.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0
PRV55158,No,11620.689655172413,337000.0,3000.0,57000.0,1068.0,29904.0,1068.0,1068.0,5985.64705882353,101756.0,66.0,9904.0,3168.0,9504.0,2724.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,29.0,28.0,11620.689655172413,337000.0,3000.0,57000.0,1068.0,29904.0,1068.0,1068.0,5985.64705882353,101756.0,66.0,9904.0,3168.0,9504.0,2724.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,29.0,28.0
PRV55160,No,12000.0,120000.0,0.0,42000.0,1068.0,9612.0,1068.0,1068.0,4597.375,36779.0,73.0,9437.0,5484.0,10968.0,5119.0,5849.0,5517.0,11034.0,5185.0,5849.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,10.0,10.0,12000.0,120000.0,0.0,42000.0,1068.0,9612.0,1068.0,1068.0,4597.375,36779.0,73.0,9437.0,5484.0,10968.0,5119.0,5849.0,5517.0,11034.0,5185.0,5849.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,10.0,10.0
PRV55161,No,14000.0,28000.0,4000.0,24000.0,1068.0,2136.0,1068.0,1068.0,131.0,131.0,131.0,131.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,14000.0,28000.0,4000.0,24000.0,1068.0,2136.0,1068.0,1068.0,131.0,131.0,131.0,131.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV55163,Yes,13000.0,13000.0,13000.0,13000.0,1068.0,1068.0,1068.0,1068.0,8154.0,8154.0,8154.0,8154.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,13000.0,13000.0,13000.0,13000.0,1068.0,1068.0,1068.0,1068.0,8154.0,8154.0,8154.0,8154.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55164,No,12058.823529411764,205000.0,0.0,36000.0,1068.0,18156.0,1068.0,1068.0,5103.727272727273,56141.0,66.0,9904.0,6003.333333333333,18010.0,4019.0,9972.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,16.0,12058.823529411764,205000.0,0.0,36000.0,1068.0,18156.0,1068.0,1068.0,5103.727272727273,56141.0,66.0,9904.0,6003.333333333333,18010.0,4019.0,9972.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,16.0
PRV55165,Yes,9400.0,282000.0,2000.0,33000.0,1068.0,32040.0,1068.0,1068.0,5330.5,74627.0,66.0,9904.0,3739.4,18697.0,2722.0,5185.0,7000.5,14001.0,4019.0,9982.0,5849.0,5849.0,5849.0,5849.0,4139.0,0.0,4139.0,4139.0,,0.0,,,30.0,28.0,9400.0,282000.0,2000.0,33000.0,1068.0,32040.0,1068.0,1068.0,5330.5,74627.0,66.0,9904.0,3739.4,18697.0,2722.0,5185.0,7000.5,14001.0,4019.0,9982.0,5849.0,5849.0,5849.0,5849.0,4139.0,0.0,4139.0,4139.0,,0.0,,,30.0,28.0
PRV55166,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55167,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55168,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55169,No,9732.530120481928,807800.0,0.0,57000.0,1068.0,87576.0,1068.0,1068.0,5249.912280701755,299245.0,66.0,9960.0,4267.9375,68287.0,185.0,7876.0,4250.0,8500.0,412.0,8088.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,83.0,79.0,9732.530120481928,807800.0,0.0,57000.0,1068.0,87576.0,1068.0,1068.0,5249.912280701755,299245.0,66.0,9960.0,4267.9375,68287.0,185.0,7876.0,4250.0,8500.0,412.0,8088.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,83.0,79.0
PRV55171,Yes,8902.439024390244,365000.0,2000.0,23000.0,1068.0,40584.0,1068.0,1068.0,6549.733333333334,196492.0,66.0,9904.0,4113.0,32904.0,2724.0,5849.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,41.0,34.0,8902.439024390244,365000.0,2000.0,23000.0,1068.0,40584.0,1068.0,1068.0,6549.733333333334,196492.0,66.0,9904.0,4113.0,32904.0,2724.0,5849.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,41.0,34.0
PRV55172,Yes,11109.09090909091,611000.0,0.0,125000.0,1068.0,57672.0,1068.0,1068.0,6152.555555555556,166119.0,61.0,9904.0,4336.0,39024.0,2724.0,7840.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,55.0,48.0,11109.09090909091,611000.0,0.0,125000.0,1068.0,57672.0,1068.0,1068.0,6152.555555555556,166119.0,61.0,9904.0,4336.0,39024.0,2724.0,7840.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,55.0,48.0
PRV55173,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55175,No,8304.347826086956,191000.0,0.0,47000.0,1068.0,24564.0,1068.0,1068.0,5030.333333333333,75455.0,66.0,9915.0,4685.25,18741.0,2724.0,7812.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,23.0,22.0,8304.347826086956,191000.0,0.0,47000.0,1068.0,24564.0,1068.0,1068.0,5030.333333333333,75455.0,66.0,9915.0,4685.25,18741.0,2724.0,7812.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,23.0,22.0
PRV55176,No,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,6000.0,6000.0,6000.0,6000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV55177,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55178,No,5000.0,10000.0,4000.0,6000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,5000.0,10000.0,4000.0,6000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV55179,No,9437.5,151000.0,0.0,25000.0,1068.0,16020.0,1068.0,1068.0,3698.0833333333335,44377.0,61.0,9904.0,2774.2,13871.0,412.0,4439.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0,9437.5,151000.0,0.0,25000.0,1068.0,16020.0,1068.0,1068.0,3698.0833333333335,44377.0,61.0,9904.0,2774.2,13871.0,412.0,4439.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0
PRV55180,No,10000.0,70000.0,3000.0,22000.0,1068.0,6408.0,1068.0,1068.0,9655.5,19311.0,9390.0,9921.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0,10000.0,70000.0,3000.0,22000.0,1068.0,6408.0,1068.0,1068.0,9655.5,19311.0,9390.0,9921.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0
PRV55181,No,9542.857142857143,334000.0,2000.0,31000.0,1068.0,37380.0,1068.0,1068.0,5427.952380952381,113987.0,72.0,9925.0,3482.4285714285716,24377.0,412.0,5849.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,35.0,29.0,9542.857142857143,334000.0,2000.0,31000.0,1068.0,37380.0,1068.0,1068.0,5427.952380952381,113987.0,72.0,9925.0,3482.4285714285716,24377.0,412.0,5849.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,35.0,29.0
PRV55182,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV55183,No,11380.952380952382,239000.0,2000.0,37000.0,1068.0,21360.0,1068.0,1068.0,4774.416666666667,57293.0,239.0,9915.0,3168.3333333333335,9505.0,2724.0,4019.0,412.0,412.0,412.0,412.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,21.0,18.0,11380.952380952382,239000.0,2000.0,37000.0,1068.0,21360.0,1068.0,1068.0,4774.416666666667,57293.0,239.0,9915.0,3168.3333333333335,9505.0,2724.0,4019.0,412.0,412.0,412.0,412.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,21.0,18.0
PRV55184,No,0.0,0.0,0.0,0.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
